iter	RMSE
251	19.72954262
252	19.70280042
253	19.68537561
254	19.65608379
255	19.64331241
256	19.63078407
257	19.62039778
258	19.60275162
259	19.58939517
260	19.57116886
261	19.55654939
262	19.54507815
263	19.53455616
264	19.52270543
265	19.49689191
266	19.48743103
267	19.47467288
268	19.46234035
269	19.45382954
270	19.43534134
271	19.41868426
272	19.40348711
273	19.38410732
274	19.3630679
275	19.3474159
276	19.32424211
277	19.29913643
278	19.27842246
279	19.26573897
280	19.24844426
281	19.23614462
282	19.21311491
283	19.1966866
284	19.18593391
285	19.1763893
286	19.1571909
287	19.14464905
288	19.13229607
289	19.11821986
290	19.0989405
291	19.09158118
292	19.0803082
293	19.06787008
294	19.05447572
295	19.04150793
296	19.02947525
297	19.0166968
298	18.99708847
299	18.97948672
300	18.96954247
301	18.95378941
302	18.9353826
303	18.91862632
304	18.90389143
305	18.89302621
306	18.88263142
307	18.86458743
308	18.84777897
309	18.83695147
310	18.82024866
311	18.81034789
312	18.80080891
313	18.78640236
314	18.76721657
315	18.75205511
316	18.73736364
317	18.71778092
318	18.70196457
319	18.68730255
320	18.67348027
321	18.65654551
322	18.63953142
323	18.62733516
324	18.61081132
325	18.60053217
326	18.5874816
327	18.5711013
328	18.56247487
329	18.54890584
330	18.53393582
331	18.52459112
332	18.50904125
333	18.49576778
334	18.48535549
335	18.47705219
336	18.46890901
337	18.46158796
338	18.44767101
339	18.43911975
340	18.42731941
341	18.41677457
342	18.40675767
343	18.395229
344	18.38354747
345	18.37151429
346	18.35523546
347	18.34140241
348	18.32647118
349	18.31521251
350	18.30593547
351	18.29945656
352	18.29123128
353	18.28101174
354	18.27306056
355	18.25905172
356	18.24958291
357	18.23932825
358	18.22477274
359	18.21626797
360	18.20497408
361	18.18835598
362	18.1816065
363	18.16958809
364	18.15798351
365	18.14546642
366	18.12362362
367	18.11173702
368	18.09198071
369	18.07641343
370	18.06802794
371	18.04979973
372	18.03210861
373	18.02124281
374	18.01582114
375	18.00597397
376	17.99537455
377	17.98045001
378	17.97284754
379	17.95579386
380	17.94476424
381	17.93679319
382	17.92176594
383	17.8980044
384	17.88489306
385	17.87229803
386	17.85798724
387	17.84979788
388	17.83730716
389	17.8267368
390	17.82153793
391	17.81024865
392	17.8068753
393	17.7960479
394	17.78854333
395	17.77265445
396	17.76196605
397	17.75128768
398	17.74222124
399	17.73188395
400	17.72062395
401	17.70939455
402	17.69731674
403	17.6812898
404	17.66586785
405	17.64705334
406	17.63130935
407	17.61868824
408	17.60726431
409	17.59470439
410	17.57807942
411	17.56801193
412	17.5555718
413	17.54603609
414	17.53665521
415	17.5244822
416	17.51572755
417	17.50296211
418	17.4946953
419	17.4802132
420	17.46332369
421	17.4434149
422	17.43110883
423	17.41728469
424	17.40803824
425	17.39716559
426	17.39123161
427	17.38510173
428	17.37693775
429	17.35968909
430	17.34554161
431	17.33470129
432	17.32477333
433	17.3101938
434	17.30052497
435	17.28867595
436	17.27490742
437	17.26210108
438	17.25491327
439	17.24350899
440	17.22791773
441	17.21966998
442	17.21191308
443	17.20116327
444	17.19225807
445	17.18024387
446	17.16651283
447	17.15774735
448	17.14392169
449	17.13111363
450	17.12174519
451	17.11291579
452	17.1033329
453	17.09373182
454	17.08131333
455	17.0652359
456	17.04984749
457	17.03663879
458	17.03366222
459	17.02976825
460	17.0190083
461	17.01065637
462	16.99284257
463	16.97865201
464	16.96881143
465	16.96279337
466	16.95300333
467	16.94163252
468	16.93092724
469	16.92452669
470	16.91773237
471	16.91056429
472	16.8994787
473	16.8857219
474	16.87470494
475	16.86247433
476	16.85844951
477	16.84724305
478	16.83766708
479	16.82769608
480	16.8202279
481	16.81090646
482	16.80446187
483	16.79286595
484	16.78043947
485	16.7684587
486	16.75556196
487	16.74223703
488	16.72854016
489	16.71517437
490	16.70864351
491	16.69291262
492	16.6856058
493	16.67331355
494	16.66134626
495	16.65068515
496	16.63864746
497	16.62823748
498	16.61732858
499	16.60986426
500	16.6032192
501	16.58810586
502	16.57937138
503	16.57303617
504	16.56349311
505	16.55455765
506	16.54489899
507	16.53436913
508	16.52844064
509	16.51809931
510	16.50971815
511	16.49770516
512	16.48788585
513	16.4790259
514	16.46833328
515	16.45631679
516	16.44827328
517	16.43965335
518	16.43184961
519	16.41598686
520	16.40443725
521	16.39592405
522	16.3870418
523	16.37702307
524	16.36770969
525	16.35427419
526	16.34545511
527	16.33599772
528	16.32665496
529	16.31694002
530	16.30904902
531	16.303787
532	16.29432997
533	16.28703802
534	16.28063696
535	16.26968758
536	16.25925082
537	16.24562049
538	16.2400413
539	16.22474905
540	16.21143481
541	16.19736969
542	16.18480431
543	16.17461412
544	16.16513149
545	16.15758293
546	16.14331561
547	16.12956018
548	16.11990174
549	16.11085585
550	16.09952617
551	16.0923447
552	16.07946606
553	16.070818
554	16.05783582
555	16.04786601
556	16.03659471
557	16.03098643
558	16.02108055
559	16.00959785
560	15.99738179
561	15.98921705
562	15.98006412
563	15.97440816
564	15.96494005
565	15.95187731
566	15.93676954
567	15.92569213
568	15.91833611
569	15.91224567
570	15.90626659
571	15.90001281
572	15.89060813
573	15.88636759
574	15.86907851
575	15.86288533
576	15.85153707
577	15.84300979
578	15.83296236
579	15.82304069
580	15.81514004
581	15.81130966
582	15.80370066
583	15.79408554
584	15.78634754
585	15.77748408
586	15.76997503
587	15.75844885
588	15.74895782
589	15.73993999
590	15.73554646
591	15.72749034
592	15.71851764
593	15.70991216
594	15.70447379
595	15.69698795
596	15.68872831
597	15.68468218
598	15.67014002
599	15.66387613
600	15.65421358
601	15.643103
602	15.63259206
603	15.6264906
604	15.61489135
605	15.6050058
606	15.59452887
607	15.58088057
608	15.56853245
609	15.55209932
610	15.53976547
611	15.53505137
612	15.52610764
613	15.51709112
614	15.51023849
615	15.5004612
616	15.48646778
617	15.47736246
618	15.46681929
619	15.45810477
620	15.45027059
621	15.43873082
622	15.42711894
623	15.41862173
624	15.40951945
625	15.39739444
626	15.3866898
627	15.3779576
628	15.37129837
629	15.35872829
630	15.35085879
631	15.34532435
632	15.34064671
633	15.33211951
634	15.32279281
635	15.31301712
636	15.2994178
637	15.29162487
638	15.28119391
639	15.27204251
640	15.26753754
641	15.25594874
642	15.24697618
643	15.23855596
644	15.22797342
645	15.22048463
646	15.21026554
647	15.20443343
648	15.19903502
649	15.18840297
650	15.18214198
651	15.16937674
652	15.15763212
653	15.14964111
654	15.14294888
655	15.13330838
656	15.13024643
657	15.11946375
658	15.11347481
659	15.10450479
660	15.09223675
661	15.07993528
662	15.06724198
663	15.05923801
664	15.0519944
665	15.04441215
666	15.03933913
667	15.03237876
668	15.024895
669	15.0184488
670	15.01293089
671	15.00455166
672	14.99751166
673	14.98895584
674	14.98164016
675	14.97408273
676	14.96619714
677	14.956033
678	14.94977613
679	14.94229793
680	14.93122814
681	14.92222723
682	14.9145007
683	14.90342677
684	14.89880429
685	14.89095245
686	14.88196334
687	14.87130393
688	14.86331225
689	14.85653305
690	14.85038116
691	14.84559578
692	14.8383252
693	14.83435394
694	14.82797565
695	14.82207032
696	14.81318347
697	14.80695026
698	14.79830095
699	14.79199057
700	14.77830588
701	14.76961828
702	14.75938558
703	14.74885257
704	14.7436372
705	14.73460879
706	14.72301026
707	14.71395673
708	14.7095703
709	14.70419119
710	14.69751335
711	14.68552796
712	14.67749916
713	14.67126876
714	14.66286706
715	14.65771492
716	14.64769359
717	14.63650069
718	14.62756636
719	14.62458124
720	14.61231177
721	14.6081782
722	14.60201752
723	14.59495059
724	14.58415886
725	14.57575365
726	14.57101948
727	14.56366362
728	14.55754621
729	14.55402406
730	14.5465762
731	14.53674145
732	14.53266377
733	14.52751397
734	14.51998384
735	14.51091974
736	14.50741502
737	14.49843025
738	14.49062407
739	14.48542636
740	14.47923295
741	14.46824122
742	14.46127048
743	14.45401878
744	14.44678109
745	14.44067974
746	14.43292613
747	14.42322292
748	14.41704085
749	14.41047679
750	14.40363813
751	14.39400011
752	14.38577156
753	14.37827547
754	14.3739877
755	14.36702914
756	14.36379455
757	14.36044892
758	14.35259488
759	14.34290536
760	14.33598845
761	14.33122256
762	14.32863998
763	14.32279039
764	14.31815806
765	14.31260424
766	14.3094498
767	14.30237876
768	14.29516017
769	14.28835211
770	14.28254469
771	14.27789391
772	14.27068759
773	14.26501288
774	14.26002527
775	14.25380053
776	14.24871544
777	14.24546516
778	14.23657976
779	14.23061722
780	14.2238884
781	14.2167657
782	14.21259924
783	14.20199278
784	14.19920949
785	14.19132924
786	14.18595911
787	14.17803652
788	14.16947322
789	14.16385575
790	14.15543455
791	14.14487862
792	14.13882344
793	14.12975828
794	14.12065092
795	14.11457711
796	14.10765246
797	14.10488986
798	14.09620037
799	14.08631036
800	14.07779346
801	14.07055357
802	14.06453933
803	14.05907012
804	14.05339189
805	14.04706719
806	14.0414844
807	14.03795562
808	14.02971305
809	14.02456753
810	14.01642164
811	14.00535209
812	13.9997775
813	13.99235468
814	13.98090199
815	13.97405993
816	13.96720482
817	13.95924775
818	13.95350247
819	13.94475843
820	13.93752878
821	13.93076607
822	13.9233807
823	13.91782021
824	13.9137289
825	13.90645739
826	13.89889421
827	13.89335162
828	13.88700822
829	13.88043809
830	13.87028568
831	13.86296833
832	13.85733202
833	13.85375515
834	13.84970183
835	13.84143431
836	13.83229461
837	13.82767908
838	13.82129962
839	13.81037952
840	13.80611662
841	13.79996429
842	13.79459905
843	13.78966883
844	13.78419864
845	13.77604526
846	13.76744259
847	13.76354347
848	13.75628117
849	13.75013305
850	13.74703959
851	13.74048321
852	13.73403278
853	13.72883745
854	13.72359722
855	13.71588138
856	13.70793378
857	13.7019827
858	13.69396957
859	13.68546429
860	13.67826162
861	13.67440966
862	13.66505659
863	13.65823853
864	13.65497752
865	13.64605483
866	13.63742302
867	13.63264696
868	13.62561477
869	13.62288437
870	13.6176756
871	13.6100638
872	13.60518286
873	13.59690801
874	13.58854451
875	13.58127539
876	13.57910229
877	13.57591931
878	13.56866828
879	13.55900247
880	13.55107637
881	13.54377297
882	13.53917219
883	13.53344953
884	13.52514149
885	13.51593392
886	13.50794342
887	13.50008064
888	13.49343248
889	13.48725487
890	13.47883113
891	13.46985367
892	13.46538946
893	13.45904263
894	13.45634305
895	13.44264933
896	13.43869901
897	13.42765323
898	13.41888499
899	13.41364485
900	13.40574281
901	13.39791261
902	13.39212418
903	13.38639336
904	13.37766448
905	13.37084808
906	13.36654009
907	13.35962778
908	13.35736648
909	13.35268798
910	13.34496577
911	13.33820816
912	13.32929381
913	13.32213067
914	13.31627575
915	13.31337113
916	13.31115541
917	13.30738486
918	13.30251875
919	13.29815759
920	13.29127931
921	13.28806289
922	13.28570507
923	13.27981279
924	13.27377298
925	13.26854985
926	13.26344171
927	13.25474249
928	13.24842482
929	13.2427625
930	13.23470864
931	13.23003607
932	13.22661998
933	13.22134248
934	13.21303182
935	13.20805317
936	13.20177279
937	13.19474717
938	13.18978249
939	13.18348439
940	13.18197948
941	13.17825839
942	13.1724501
943	13.1663801
944	13.16350797
945	13.15672277
946	13.1500542
947	13.14404865
948	13.13689588
949	13.131513
950	13.1248533
951	13.11898335
952	13.11020233
953	13.10137992
954	13.09566135
955	13.08788077
956	13.08399466
957	13.07758308
958	13.06628959
959	13.05809477
960	13.05583012
961	13.05100442
962	13.04754192
963	13.04551813
964	13.04041829
965	13.03626632
966	13.03080852
967	13.02428431
968	13.01817823
969	13.01161731
970	13.00900761
971	13.00296801
972	12.99819062
973	12.99497683
974	12.9908227
975	12.98332829
976	12.97457049
977	12.96844806
978	12.96162648
979	12.95465605
980	12.94768174
981	12.94329789
982	12.93882018
983	12.93227779
984	12.9254361
985	12.92225364
986	12.91607348
987	12.91204279
988	12.90956924
989	12.90540922
990	12.89959814
991	12.89540881
992	12.88865258
993	12.88196819
994	12.87592263
995	12.8710733
996	12.86423011
997	12.85676105
998	12.85263187
999	12.84430785
